node,degree_centrality,betweenness_centrality,community
791,0.003282182438192668,0.003186175796413015,496
794,0.00021312872975277067,2.3574916252714002e-06,3
795,0.00021312872975277067,0.0,497
796,0.00017050298380221653,2.1201569848336353e-06,496
801,0.0001278772378516624,0.0,496
802,4.262574595055413e-05,0.0,10
16650,0.00029838022165387895,0.00031241267062437025,10
804,8.525149190110827e-05,0.0,38
673,8.525149190110827e-05,3.836644201250503e-05,497
808,4.262574595055413e-05,0.0,497
36145,0.00017050298380221653,2.3768194543045962e-05,497
811,8.525149190110827e-05,0.0,39
814,4.262574595055413e-05,0.0,40
26218,4.262574595055413e-05,0.0,40
815,0.00021312872975277067,0.0,34
46468,0.0001278772378516624,2.8573800027223807e-06,34
806,0.0023870417732310316,0.0006855332607007746,34
833,0.0002557544757033248,0.00011894453773392028,497
817,0.0007672634271099744,1.8810642667108398e-05,497
816,4.262574595055413e-05,0.0,497
818,0.0001278772378516624,0.0,34
823,0.0002557544757033248,2.1309656565413808e-05,496
821,0.000980392156862745,0.00010384396892657491,497
825,0.00017050298380221653,0.0,34
828,0.0001278772378516624,0.0,497
829,0.0001278772378516624,0.0,497
609,0.0005967604433077579,7.811589077682286e-05,496
830,0.00017050298380221653,1.3931169939181202e-08,496
832,4.262574595055413e-05,0.0,497
489,0.002131287297527707,0.0006617016380942229,497
831,0.00042625745950554135,7.025018123411614e-06,496
844,0.0011082693947144075,0.0003718680217464729,497
32764,8.525149190110827e-05,2.2184860432315033e-06,34
845,0.0001278772378516624,0.0,34
847,0.00021312872975277067,3.836644201250503e-05,20
848,4.262574595055413e-05,0.0,20
629,0.005541346973572037,0.00331543741055454,34
9495,0.00046888320545609546,0.0002969134912801592,11
853,0.0001278772378516624,0.0,497
854,4.262574595055413e-05,0.0,34
855,0.000639386189258312,9.510270805865694e-05,34
857,0.0005541346973572037,4.621803905072918e-05,497
3952,0.00021312872975277067,2.084325097065394e-06,497
582,8.525149190110827e-05,3.836644201250503e-05,10
46550,4.262574595055413e-05,0.0,10
858,0.0001278772378516624,0.0,497
839,4.262574595055413e-05,0.0,34
739,0.0011082693947144075,0.012935497430949757,496
862,0.00017050298380221653,8.697456505059797e-05,0
968,4.262574595055413e-05,0.0,0
863,0.0001278772378516624,0.0,3
864,0.0001278772378516624,0.0,0
309,0.004475703324808184,0.017130490796132682,0
45491,4.262574595055413e-05,0.0,1
866,0.0001278772378516624,0.0,0
869,0.00021312872975277067,2.168721183066829e-05,0
868,0.0011082693947144075,0.000353925981324956,0
867,0.0011508951406649615,0.0002664482601754634,21
974,0.0003836317135549872,0.0,0
870,0.00017050298380221653,0.0,0
872,8.525149190110827e-05,0.0,0
873,0.00017050298380221653,1.0042789085246402e-05,0
874,8.525149190110827e-05,0.0,41
875,0.0001278772378516624,0.0,0
880,0.00017050298380221653,0.0,0
27011,4.262574595055413e-05,0.0,0
884,0.0002557544757033248,4.29824843269129e-05,0
504,0.0013640238704177323,0.0015021607964957645,21
17552,8.525149190110827e-05,0.002975543659900072,0
889,0.0001278772378516624,0.0,0
890,0.00017050298380221653,3.889087922587202e-05,0
891,4.262574595055413e-05,0.0,0
19382,8.525149190110827e-05,3.836644201250503e-05,0
893,8.525149190110827e-05,0.0,42
896,8.525149190110827e-05,0.0,43
900,8.525149190110827e-05,0.0,44
902,4.262574595055413e-05,0.0,45
24040,4.262574595055413e-05,0.0,45
904,0.00017050298380221653,1.184149444830402e-07,0
903,0.0011935208866155158,0.00013266166695436094,0
905,8.525149190110827e-05,1.1471538175388146e-05,0
907,4.262574595055413e-05,0.0,46
909,0.00034100596760443307,0.0,46
912,4.262574595055413e-05,0.0,46
906,4.262574595055413e-05,0.0,46
910,4.262574595055413e-05,0.0,46
911,4.262574595055413e-05,0.0,46
908,4.262574595055413e-05,0.0,46
914,8.525149190110827e-05,2.0317403941310316e-07,20
913,8.525149190110827e-05,4.347981461518176e-06,20
915,4.262574595055413e-05,0.0,20
897,0.0033674339300937767,0.002105590294610504,3
917,0.00021312872975277067,0.0,496
898,0.013341858482523443,0.009101419806762441,0
922,4.262574595055413e-05,0.0,47
923,0.0006820119352088661,0.0,47
927,4.262574595055413e-05,0.0,47
918,4.262574595055413e-05,0.0,47
919,4.262574595055413e-05,0.0,47
930,4.262574595055413e-05,0.0,47
928,4.262574595055413e-05,0.0,47
921,4.262574595055413e-05,0.0,47
931,4.262574595055413e-05,0.0,47
924,4.262574595055413e-05,0.0,47
920,4.262574595055413e-05,0.0,47
